,id,budget,homepage,original_language,original_is_en,original_title,popularity,popularity_cat,release_date,year,month,runtime,revenue,best_seller,revenue_rank,yearly_revenue_sum,revenue_year_percent,rev_budg_ratio,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,TV Movie,War,Western,en,fr,es,de,ru,it,ja,Art,Camera,Costume & Make-Up,Crew,Directing,Editing,Lighting,Production,Sound,Visual Effects,Writing,female_cnt,male_cnt
2003,2004,35000000,0,en,1,Species II,13.495246887207031,Superb,4/10/98,1998.0,4.0,93.0,19165560.0,Yes,29,9987500838.0,0.19,0.5476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,9.0,1.0,2.0,1.0,5.0,1.0,0.0,2.0,8.0,20.0
2004,2005,80000000,0,en,1,The Invasion,5.228837013244629,Medium,8/17/07,2007.0,8.0,99.0,15071514.0,Yes,59,23628170923.0,0.06,0.1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,10.0,2.0,0.0,2.0,3.0,13.0
2005,2006,4000000,0,en,1,Empire,2.1486549377441406,Low,12/6/02,2002.0,12.0,90.0,18591272.0,Yes,49,23033759833.0,0.08,4.6478,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2006,2007,0,0,en,1,Balto,12.140732765197754,Superb,12/22/95,1995.0,12.0,78.0,11348324.0,Yes,42,14187433880.0,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,4.0,2.0,4.0
2007,2008,1114000,0,en,1,Queen Christina,2.886254072189331,Low,12/26/33,2033.0,12.0,99.0,2610000.0,Yes,2,13530000.0,19.29,2.3429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,4.0,0.0,7.0,1.0,11.0
2008,2009,0,1,ru,0,???? 200,1.5921519994735718,Low,6/6/07,2007.0,6.0,89.0,121129.0,No,93,23628170923.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
2009,2010,5000000,0,ru,0,??????????,0.191539004445076,Low,8/1/02,2002.0,8.0,113.0,340312.0,No,76,23033759833.0,0.0,0.0681,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2010,2011,5000000,0,en,1,Cheetah,0.011574000120162964,Low,8/18/89,1989.0,8.0,83.0,8153677.0,Yes,33,7378210223.0,0.11,1.6307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
2011,2012,30000000,0,en,1,Star Trek V: The Final Frontier,12.30800724029541,Superb,6/9/89,1989.0,6.0,107.0,70200000.0,Yes,14,7378210223.0,0.95,2.34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,9.0
2012,2013,45000000,0,en,1,Scary Movie 2,10.86905574798584,Superb,7/4/01,2001.0,7.0,83.0,141220678.0,Yes,12,17293368920.0,0.8200000000000001,3.1382,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,13.0,26.0,3.0,5.0,6.0,21.0,16.0,10.0,13.0,8.0,37.0
2013,2014,0,0,en,1,Left Luggage,0.4442259967327118,Low,3/30/98,1998.0,3.0,100.0,100544.0,No,61,9987500838.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2015,100000000,1,en,1,The Wolf of Wall Street,16.382421493530273,Superb,12/25/13,2013.0,12.0,180.0,392000694.0,Yes,6,29992872221.0,1.31,3.92,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015,2016,40000000,1,en,1,The Bounty Hunter,6.7152628898620605,High,3/16/10,2010.0,3.0,110.0,136000000.0,Yes,17,23498464918.0,0.58,3.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0,3.0,8.0
2016,2017,25000000,0,en,1,The Shawshank Redemption,51.64540481567383,Superb,9/23/94,1994.0,9.0,142.0,28341469.0,Yes,13,7851833197.0,0.36,1.1337,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,22.0,5.0,4.0,5.0,11.0,14.0,1.0,3.0,4.0,24.0
2017,2018,15000000,0,en,1,Promised Land,7.063779830932617,High,9/23/12,2012.0,9.0,106.0,8138788.0,Yes,74,30080270257.0,0.03,0.5426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,3.0,0.0,14.0
2018,2019,170000000,1,en,1,Guardians of the Galaxy,53.29159927368164,Superb,7/30/14,2014.0,7.0,121.0,773328629.0,Yes,1,28532951356.0,2.71,4.549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,8.0,11.0,1.0,5.0,1.0,11.0,15.0,20.0,5.0,6.0,26.0
2019,2020,35000000,1,en,1,License to Wed,7.102076053619385,High,7/4/07,2007.0,7.0,91.0,69307224.0,Yes,28,23628170923.0,0.29,1.9802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,3.0,3.0,8.0
2020,2021,0,1,en,1,Feast of Love,5.9936909675598145,Superb,9/28/07,2007.0,9.0,101.0,5741608.0,Yes,67,23628170923.0,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,15.0,1.0,0.0,2.0,7.0,14.0
2021,2022,0,1,en,1,"I, Daniel Blake",18.577503204345703,Superb,10/21/16,2016.0,10.0,100.0,260354.0,No,111,26641327233.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,2.0,7.0,4.0,6.0,9.0,0.0,1.0,2.0,5.0
2022,2023,42000000,1,en,1,Man on a Ledge,10.528173446655273,Superb,1/13/12,2012.0,1.0,102.0,46221189.0,Yes,40,30080270257.0,0.15,1.1005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,2.0,0.0,11.0,1.0,0.0,1.0,4.0,7.0
2023,2024,0,1,en,1,Coffee and Cigarettes,5.325530052185059,Medium,9/5/03,2003.0,9.0,96.0,7897645.0,Yes,55,14648931555.0,0.05,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,3.0,6.0
2024,2025,20000000,1,en,1,Crank: High Voltage,10.044642448425293,Superb,4/16/09,2009.0,4.0,96.0,34560577.0,Yes,40,25242636900.0,0.13999999999999999,1.728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,10.0,17.0,4.0,6.0,2.0,15.0,13.0,6.0,2.0,3.0,31.0
2025,2026,3196621,0,de,0,Er ist wieder da,6.7046589851379395,High,10/8/15,2015.0,10.0,116.0,25513752.0,Yes,61,35568350164.0,0.06999999999999999,7.9815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2026,2027,1000000,0,en,1,American Ninja,7.314536094665527,High,8/30/85,1985.0,8.0,95.0,10499694.0,Yes,25,3694623147.0,0.27999999999999997,10.4997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,8.0,1.0,0.0,4.0,0.0,7.0
2027,2028,440141,0,te,0,?????? ????,0.8152030110359192,Low,9/28/07,2007.0,9.0,160.0,2640850.0,Yes,76,23628170923.0,0.01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
2028,2029,18000000,0,en,1,Raging Bull,8.868557929992676,High,11/14/80,1980.0,11.0,129.0,23000000.0,Yes,9,1741317629.0,1.32,1.2778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,9.0,6.0,2.0,0.0,11.0,4.0,0.0,3.0,3.0,17.0
2029,2030,13000000,0,en,1,Child's Play 2,14.310479164123535,Superb,11/9/90,1990.0,11.0,84.0,35763605.0,Yes,16,8908161235.0,0.4,2.751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0
2030,2031,1200000,1,en,1,The Rocky Horror Picture Show,8.699427604675293,High,8/14/75,1975.0,8.0,100.0,112892319.0,Yes,2,2231780531.0,5.06,94.0769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,9.0
2031,2032,2000000,0,en,1,Alexander's Ragtime Band,0.6322609782218933,Low,5/24/38,2038.0,5.0,106.0,4000000.0,Yes,1,12000000.0,33.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,6.0
2032,2033,4,0,en,1,A Farewell to Arms,1.9146970510482788,Low,12/8/32,2032.0,12.0,89.0,25.0,No,3,8188075.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,3.0,9.0,0.0,3.0,0.0,14.0
2033,2034,0,0,en,1,Alpha Dog,7.655602931976318,High,1/27/06,2006.0,1.0,122.0,15309302.0,Yes,61,21603815973.0,0.06999999999999999,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,14.0,3.0,0.0,1.0,4.0,14.0
2034,2035,32000000,0,en,1,Phenomenon,5.575992107391357,Medium,7/5/96,1996.0,7.0,123.0,152036382.0,Yes,7,9553878525.0,1.59,4.7511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,7.0
2035,2036,207000000,0,en,1,King Kong,19.76116371154785,Superb,12/14/05,2005.0,12.0,187.0,550000000.0,Yes,3,23749646877.0,2.32,2.657,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,4.0,3.0,1.0,0.0,8.0,5.0,3.0,3.0,5.0,12.0
2036,2037,52000000,0,en,1,Apollo 13,18.76146697998047,Superb,6/30/95,1995.0,6.0,140.0,355237933.0,Yes,2,14187433880.0,2.5,6.8315,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,9.0,26.0,3.0,7.0,5.0,13.0,13.0,6.0,5.0,8.0,23.0
2037,2038,120000,0,ml,0,???????????????????,0.4854240119457245,Low,5/3/12,2012.0,5.0,130.0,130000.0,No,105,30080270257.0,0.0,1.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0
2038,2039,15000000,0,en,1,Wall Street,11.672700881958008,Superb,12/10/87,1987.0,12.0,126.0,43848069.0,Yes,13,5268005297.0,0.83,2.9232,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,14.0
2039,2040,25000000,0,en,1,Possession,4.439324855804443,Medium,10/2/02,2002.0,10.0,102.0,10113733.0,Yes,55,23033759833.0,0.04,0.4045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,5.0
2040,2041,0,0,en,1,The Visitor,9.0408296585083,Superb,9/7/07,2007.0,9.0,104.0,9234510.0,Yes,64,23628170923.0,0.04,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,0.0,1.0,3.0,9.0
2041,2042,0,0,en,1,The Family Fang,5.121893882751465,Medium,4/16/16,2016.0,4.0,105.0,262921.0,No,110,26641327233.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,2.0,5.0,7.0
2042,2043,60000000,1,en,1,Resident Evil: Afterlife,0.45293399691581726,Low,9/9/10,2010.0,9.0,97.0,300228084.0,Yes,6,23498464918.0,1.28,5.0038,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,8.0,3.0,3.0,1.0,0.0,11.0,1.0,0.0,1.0,3.0,14.0
2043,2044,8000000,1,en,1,New in Town,12.357071876525879,Superb,1/30/09,2009.0,1.0,97.0,29010817.0,Yes,44,25242636900.0,0.11,3.6264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,2.0,3.0,14.0
2044,2045,130000000,1,en,1,The Adventures of Tintin,19.20150375366211,Superb,10/25/11,2011.0,10.0,107.0,371940071.0,Yes,6,25150752899.0,1.48,2.8611,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,2.0,1.0,0.0,12.0,1.0,5.0,4.0,4.0,12.0
2045,2046,75000000,0,en,1,We Were Soldiers,11.347060203552246,Superb,3/1/02,2002.0,3.0,138.0,114660784.0,Yes,13,23033759833.0,0.5,1.5288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,11.0,33.0,4.0,4.0,4.0,20.0,19.0,6.0,4.0,4.0,28.0
2046,2047,2627000,0,en,1,A Guy Named Joe,0.6626650094985962,Low,3/1/44,2044.0,3.0,120.0,5363000.0,Yes,2,64989000.0,8.25,2.0415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,4.0,0.0,10.0
2047,2048,8000000,1,en,1,Prom,6.1676459312438965,High,4/29/11,2011.0,4.0,104.0,10130000.0,Yes,67,25150752899.0,0.04,1.2663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,1.0,5.0,6.0
2048,2049,0,0,en,1,The Last Unicorn,6.634939193725586,High,11/19/82,1982.0,11.0,92.0,6455530.0,Yes,16,2248372983.0,0.29,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,6.0
2049,2050,53000000,0,en,1,Anastasia,11.911172866821289,Superb,11/20/97,1997.0,11.0,94.0,139804348.0,Yes,13,13276986561.0,1.05,2.6378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,22.0,2.0,0.0,7.0,6.0,16.0,6.0,4.0,13.0
2050,2051,4000000,0,en,1,The Warriors,11.457298278808594,Superb,2/8/79,1979.0,2.0,93.0,22490039.0,Yes,12,2068143148.0,1.09,5.6225,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0
2051,2052,0,0,en,1,The Field,1.6561150550842285,Low,12/21/90,1990.0,12.0,110.0,1494399.0,Yes,42,8908161235.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2052,2053,40000000,0,zh,0,???,5.361771106719971,Medium,7/16/15,2015.0,7.0,111.0,385284817.0,Yes,9,35568350164.0,1.08,9.6321,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2053,2054,0,0,en,1,The Man with Rain in His Shoes,1.2171920537948608,Low,11/27/98,1998.0,11.0,91.0,258464.0,No,58,9987500838.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2054,2055,134000,0,en,1,Cat People,5.110715866088867,Medium,12/5/42,2042.0,12.0,73.0,4000000.0,Yes,3,46038000.0,8.690000000000001,29.8507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0
2055,2056,18000000,1,en,1,The Mist,8.43564224243164,High,11/21/07,2007.0,11.0,126.0,57096190.0,Yes,31,23628170923.0,0.24,3.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,9.0,3.0,6.0,1.0,15.0,9.0,1.0,2.0,7.0,25.0
2056,2057,40000000,0,en,1,Wedding Crashers,11.100597381591797,Superb,7/14/05,2005.0,7.0,119.0,285176741.0,Yes,6,23749646877.0,1.2,7.1294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,2.0,1.0,1.0,0.0,9.0,1.0,3.0,2.0,4.0,17.0
2057,2058,0,0,en,1,Body Shots,4.607583045959473,Medium,10/7/99,1999.0,10.0,106.0,239894.0,No,57,13702394182.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,1.0,5.0,1.0,0.0,11.0,1.0,0.0,1.0,6.0,11.0
2058,2059,105000000,1,en,1,The Smurfs 2,10.640864372253418,Superb,7/30/13,2013.0,7.0,105.0,347434178.0,Yes,8,29992872221.0,1.16,3.3089,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0
2059,2060,28000000,0,en,1,The Fifth Estate,10.850441932678223,Superb,10/11/13,2013.0,10.0,128.0,8555008.0,Yes,79,29992872221.0,0.03,0.3055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0
